Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-02-16","35","3"
"Baby Swaddle Set: Black","Hat & Bow","2026-02-16","180","1"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-02-16","8","19"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-02-16","3","0"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-02-16","-1","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-02-16","33","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-02-16","14","1"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-02-16","25","14"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-02-16","21","9"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-02-16","85","0"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-02-16","20","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-02-16","11","2"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-02-16","2","9"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-02-16","34","1"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-02-16","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-02-16","6","6"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-02-16","11","0"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-02-16","5","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-02-16","11","3"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-02-16","4","18"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-02-16","18","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-02-16","35","1"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-02-16","0","2"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-02-16","20","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-02-16","1","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-02-16","8","0"
"Robes in Dusty Rose","Laura Robe / Long","2026-02-16","0","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-02-16","6","16"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-02-16","48","22"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-02-16","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-02-16","27","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-02-16","45","26"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-02-16","-2","1"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-02-16","28","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-02-16","39","4"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-02-16","37","6"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-02-16","7","2"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-02-16","10","11"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-02-16","-1","1"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-02-16","5","12"
"Robes in Emerald","Laura Robe / Long","2026-02-16","18","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-02-16","20","2"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-02-16","44","2"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-02-16","38","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-02-16","7","7"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-02-16","5","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-02-16","6","2"
"Robes in Black","Laura Robe / Long","2026-02-16","9","12"
"Finley Romper in Black","Black / 6-9 Months","2026-02-16","27","0"
"Robes in Vintage Floral","Laura Robe / Long","2026-02-16","210","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-02-16","289","22"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-02-16","41","1"
"Finley Romper in Sage","Sage / 3-6 Months","2026-02-16","0","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-02-16","14","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-02-16","1","16"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Petite","2026-02-16","4","0"
"Baby Swaddle Set: Plum","Hat & Bow","2026-02-16","77","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-02-16","-1","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-02-16","12","3"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-02-16","7","5"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-02-16","20","0"
"Amelia Labor & Postpartum Gown Lilac","Standard","2026-02-16","75","2"
"Finley Romper in Black","Black / 9-12 Months","2026-02-16","19","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-02-16","26","1"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-02-16","101","0"
"Finley Romper in Black","Black / Newborn","2026-02-16","2","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-02-16","0","1"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-02-16","2","15"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-02-16","23","0"
"Robes in Plum","Mia Robe / Short","2026-02-16","0","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-02-16","2","1"
"Finley Romper in Sage","Sage / 6-9 Months","2026-02-16","19","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-02-16","44","1"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-02-16","19","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-02-16","53","1"
"Robes in Midnight Blue","Mia Robe / Short","2026-02-16","22","2"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-02-16","43","9"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-02-16","119","22"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-02-16","27","2"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-02-16","25","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-02-16","14","5"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-02-16","-8","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-02-16","-1","2"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-02-23","50","33"
"Robes in Sage","Mia Robe / Short","2026-02-23","-1","4"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-02-23","38","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-02-23","1","0"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-02-23","1","1"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-02-23","52","3"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-02-23","9","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-02-23","-4","0"
"Robes in Plum","Laura Robe / Long","2026-02-23","-3","0"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-02-23","64","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-02-23","184","15"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-02-23","83","0"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-02-23","32","2"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-02-23","6","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","2026-02-23","25","5"
"Amelia Labor & Postpartum Gown Lilac","Petite","2026-02-23","0","0"
"Baby Swaddle Set: Sage","Hat & Bow","2026-02-23","-15","1"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-02-23","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-02-23","22","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-02-23","103","2"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-02-23","9","4"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-02-23","226","39"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-02-23","170","1"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-02-23","148","0"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-02-23","37","0"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-02-23","19","0"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-02-23","25","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-02-23","1","3"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-02-23","23","1"
"Baby Swaddle Set: Black","Bow","2026-02-23","117","6"
"Robes in Vintage Floral","Mia Robe / Short","2026-02-23","-1","0"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-02-23","20","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-02-23","17","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-02-23","1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-02-23","16","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-02-23","26","17"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-02-23","42","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-02-23","46","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-02-23","9","0"
"Finley Romper in Black","Black / 3-6 Months","2026-02-23","8","3"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-02-23","80","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-02-23","0","0"
"Robes in Emerald","Mia Robe / Short","2026-02-23","55","4"
"Finley Romper in Black","Black / 18-24 Months","2026-02-23","83","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-02-23","14","1"
"Robes in Lilac","Laura Robe / Long","2026-02-23","0","0"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-02-23","32","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-02-23","5","10"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-02-23","0","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-02-23","175","8"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-02-23","0","4"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-02-23","30","2"
"Robes in Lilac","Mia Robe / Short","2026-02-23","1","6"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-02-23","32","0"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-02-23","83","0"
"Amelia Labor & Postpartum Gown in Black","Black / Petite","2026-02-23","1","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-02-23","23","5"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-02-23","16","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-02-23","2","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-02-23","8","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-02-23","28","0"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-02-23","33","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-02-23","2","2"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-02-23","0","7"
"Finley Romper in Plum","Plum / 3-6 Months","2026-02-23","-1","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-02-23","-1","6"
"Finley Romper in Plum","Plum / Newborn","2026-02-23","91","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-02-23","47","0"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-02-23","110","53"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-02-23","0","0"
"Robes in Sage","Laura Robe / Long","2026-02-23","8","13"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-02-23","21","2"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-02-23","12","5"
"Robes in Black","Mia Robe / Short","2026-02-23","0","4"
"Finley Romper in Plum","Plum / 6-9 Months","2026-02-23","115","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-02-23","53","18"
"Robes in Deep Teal","Mia Robe / Short","2026-02-23","0","6"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-02-23","19","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-02-23","63","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-02-23","16","79"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-02-23","115","11"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-02-23","2","0"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-02-23","15","0"
"Finley Romper in Black","Black / 12-18 Months","2026-02-23","41","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-02-23","23","2"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-02-23","40","4"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-02-23","6","10"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-02-23","145","3"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-02-23","-2","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-02-23","7","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-02-23","16","1"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-02-23","20","0"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-02-23","0","0"
"Robes in Periwinkle","Laura Robe / Long","2026-02-23","-2","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-02-23","29","21"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-02-23","6","2"
"Robes in Midnight Blue","Laura Robe / Long","2026-02-23","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-02-23","18","2"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-02-23","65","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-02-23","28","5"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-02-23","-1","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-02-23","34","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-02-23","1","5"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-02-23","-1","0"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-02-23","25","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-02-23","43","10"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-02-23","8","3"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-02-23","11","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-02-23","14","0"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-02-23","20","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-02-23","85","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-02-23","21","2"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-02-23","24","6"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-02-23","13","12"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-02-23","35","0"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-02-23","20","0"
"Robes in Dusty Rose","Mia Robe / Short","2026-02-23","3","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-02-23","18","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-02-23","8","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-02-23","2","0"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-02-23","20","0"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-02-23","0","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-02-23","-1","11"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-02-23","8","3"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-02-23","5","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-02-23","30","3"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-02-23","64","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-02-23","10","6"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-02-23","8","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-02-23","81","6"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-02-23","5","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-02-23","13","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-02-23","2","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Petite","2026-02-23","3","3"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-02-23","3","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-02-23","22","22"
"Baby Swaddle Set: Black","Hat & Bow","2026-02-23","172","8"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-02-23","-1","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-02-23","12","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-02-23","13","3"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-02-23","33","2"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-02-23","7","7"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-02-23","11","18"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-02-23","10","2"
