Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-08-03","27","0"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-08-03","63","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-08-03","-2","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-08-03","12","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-08-03","57","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-08-03","16","3"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-08-03","34","4"
"Robes in Lilac","Mia Robe / Short","2026-08-03","91","1"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-08-03","17","0"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-08-03","82","0"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-08-03","70","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-08-03","207","16"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-08-03","18","12"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-08-03","69","49"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-08-03","43","7"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-08-03","50","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-08-03","39","1"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-08-03","44","0"
"TENS Unit for Labor Replacement Pads","Large","2026-08-03","199","1"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-08-03","86","5"
"Finley Romper in Black","Black / 3-6 Months","2026-08-03","84","1"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-08-03","19","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-08-03","150","5"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-08-03","8","0"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-08-03","10","8"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-08-03","75","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-08-03","22","1"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-08-03","31","0"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-08-03","21","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-08-03","33","7"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-08-03","128","0"
"Robes in Dusty Rose","Laura Robe / Long","2026-08-03","20","3"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-08-03","76","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-08-03","41","2"
"TENS Unit for Labor Replacement Pads","Both Sizes","2026-08-03","188","12"
"Robes in Midnight Blue","Laura Robe / Long","2026-08-03","33","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-08-03","119","8"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-08-03","5","0"
"Finley Romper in Lilac","Lilac / 3-6 Months","2026-08-03","31","0"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-08-03","20","0"
"Robes in Sage","Laura Robe / Long","2026-08-03","88","6"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-08-03","9","0"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-08-03","9","3"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-08-03","528","25"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-08-03","192","18"
"Finley Romper in Emerald","Emerald / Newborn","2026-08-03","-6","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-08-03","2","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-08-03","92","20"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-08-03","44","25"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-08-03","1","6"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-08-03","27","2"
"Finley Romper in Black","Black / 6-9 Months","2026-08-03","3","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-08-03","99","0"
"Finley Romper in Black","Black / 12-18 Months","2026-08-03","40","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-08-03","63","1"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-08-03","19","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-08-03","102","20"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-08-03","4","5"
"Baby Swaddle Set: Plum","Bow","2026-08-03","2","16"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-08-03","179","5"
"Finley Romper in Black","Black / 18-24 Months","2026-08-03","83","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-08-03","0","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite","2026-08-03","167","6"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-08-03","119","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-08-03","54","42"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-08-03","32","28"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-08-03","70","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-08-03","39","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-08-03","22","0"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-08-03","3","0"
"Robes in Sage","Mia Robe / Short","2026-08-03","65","1"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-08-03","174","1"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-08-03","241","33"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-08-03","94","3"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-08-03","33","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-08-03","35","3"
"Amelia Labor & Postpartum Gown Lilac","Curve","2026-08-03","53","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-08-03","72","13"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-08-03","13","1"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-08-03","24","16"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-08-03","7","10"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-08-03","226","8"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-08-03","103","7"
"TENS Unit for Labor","Default Title","2026-08-03","588","173"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-08-03","78","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-08-03","2","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-08-03","110","1"
"Finley Romper in Sage","Sage / 6-9 Months","2026-08-03","12","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-08-03","151","5"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-08-03","31","0"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-08-03","59","0"
"Robes in Deep Teal","Mia Robe / Short","2026-08-03","35","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-08-03","21","19"
"Robes in Plum","Laura Robe / Long","2026-08-03","11","12"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Curve","2026-08-03","59","0"
"Finley Romper in Sage","Sage / Newborn","2026-08-03","0","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-08-03","59","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-08-03","21","6"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-08-03","114","2"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-08-03","70","4"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-08-03","56","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-08-03","35","3"
"Robes in Plum","Mia Robe / Short","2026-08-03","39","2"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-08-03","18","0"
"Robes in Emerald","Mia Robe / Short","2026-08-03","59","1"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-08-03","96","4"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-08-03","29","5"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-08-03","115","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-08-03","165","9"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-08-03","45","54"
"Robes in Black","Mia Robe / Short","2026-08-03","5","3"
"Baby Swaddle Set: Sage","Hat & Bow","2026-08-03","3","26"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-08-03","59","0"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-08-03","39","4"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-08-03","41","0"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-08-03","391","9"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","2026-08-03","25","0"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-08-03","6","2"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-08-03","7","2"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-08-03","-1","0"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-08-03","886","82"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-08-03","24","1"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-08-03","40","8"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-08-03","79","5"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-08-03","321","9"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-08-03","32","4"
"Finley Romper in Sage","Sage / 3-6 Months","2026-08-03","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-08-03","34","0"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-08-03","58","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-08-03","39","1"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-08-03","63","0"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-08-03","67","3"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-08-03","126","44"
"Finley Romper in Black","Black / 9-12 Months","2026-08-03","60","0"
"Finley Romper in Emerald","Emerald / Newborn","2026-08-10","-6","0"
"Baby Swaddle Set: Lilac","Hat & Bow","2026-08-10","76","10"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-08-10","158","7"
"Robes in Black","Mia Robe / Short","2026-08-10","5","0"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-08-10","8","39"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Medium","2026-08-10","28","4"
"Finley Romper in Emerald","Emerald / 3-6 Months","2026-08-10","63","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-08-10","25","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","2026-08-10","41","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-08-10","158","25"
"Lila Labor & Postpartum Gown in Sage","Sage / Curve","2026-08-10","61","8"
"Baby Swaddle Set: Emerald","Hat & Bow","2026-08-10","52","6"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Small","2026-08-10","34","0"
"Finley Romper in Emerald","Emerald / 9-12 Months","2026-08-10","82","0"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-08-10","14","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-08-10","3","3"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-08-10","315","6"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-08-10","4","26"
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","2026-08-10","9","0"
"Robes in Sage","Laura Robe / Long","2026-08-10","80","8"
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months","2026-08-10","20","0"
"Lila Labor & Postpartum Gown in Black","Black / Standard","2026-08-10","797","93"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-08-10","38","1"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-08-10","99","0"
"Finley Romper in Black","Black / 6-9 Months","2026-08-10","3","0"
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-08-10","69","6"
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","2026-08-10","38","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-08-10","9","38"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","2026-08-10","63","29"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Curve","2026-08-10","42","3"
"Finley Romper in Emerald","Emerald / 18-24 Months","2026-08-10","-1","0"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-08-10","6","5"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-08-10","22","47"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-08-10","29","11"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-08-10","73","6"
"Baby Swaddle Set: Sage","Hat & Bow","2026-08-10","234","24"
"Robes in Dusty Rose","Laura Robe / Long","2026-08-10","14","6"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-08-10","69","1"
"Finley Romper in Black","Black / 9-12 Months","2026-08-10","60","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","2026-08-10","36","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-08-10","140","10"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-08-10","8","0"
"Baby Swaddle Set: Deep Teal","Hat & Bow","2026-08-10","236","21"
"Lila Labor & Postpartum Gown in Black","Black / Curve","2026-08-10","196","25"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","2026-08-10","482","74"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-08-10","90","13"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","2026-08-10","-2","0"
"Finley Romper in Lilac","Lilac / Newborn","2026-08-10","17","0"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-08-10","18","0"
"Robes in Emerald","Mia Robe / Short","2026-08-10","58","1"
"Robes in Deep Teal","Mia Robe / Short","2026-08-10","33","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","2026-08-10","76","6"
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","2026-08-10","36","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","2026-08-10","84","1"
"Finley Romper in Black","Black / Newborn","2026-08-10","58","4"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-08-10","201","42"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","2026-08-10","167","7"
"Robes in Sage","Mia Robe / Short","2026-08-10","65","0"
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","2026-08-10","145","7"
"Baby Swaddle Set: Plum","Hat & Bow","2026-08-10","378","15"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","2026-08-10","18","37"
"Finley Romper in Periwinkle","Periwinkle / Newborn","2026-08-10","-2","0"
"Finley Romper in Black","Black / 3-6 Months","2026-08-10","82","2"
"Finley Romper in Plum","Plum / 6-9 Months","2026-08-10","112","0"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite","2026-08-10","59","0"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-08-10","28","4"
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months","2026-08-10","19","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","2026-08-10","150","1"
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","2026-08-10","31","0"
"Robes in Midnight Blue","Laura Robe / Long","2026-08-10","31","2"
"TENS Unit for Labor Replacement Pads","Both Sizes","2026-08-10","163","25"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","2026-08-10","116","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-08-10","108","3"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite","2026-08-10","27","0"
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","2026-08-10","40","1"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite","2026-08-10","381","12"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-08-10","3","1"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-08-10","7","0"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-08-10","5","1"
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","2026-08-10","455","49"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-08-10","5","4"
"Baby Swaddle Set: Dusty Rose","Hat & Bow","2026-08-10","254","30"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","2026-08-10","68","2"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-08-10","17","0"
"Robes in Lilac","Mia Robe / Short","2026-08-10","90","1"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-08-10","26","8"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-08-10","0","1"
"TENS Unit for Labor","Default Title","2026-08-10","2837","158"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","2026-08-10","77","1"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-08-10","113","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","2026-08-10","64","1"
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","2026-08-10","20","0"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-08-10","64","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-08-10","8","0"
"Robes in Midnight Blue","Mia Robe / Short","2026-08-10","64","1"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-08-10","58","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-08-10","41","0"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-08-10","74","2"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-08-10","18","4"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-08-10","-5","0"
"Finley Romper in Sage","Sage / 6-9 Months","2026-08-10","12","0"
"Robes in Deep Teal","Laura Robe / Long","2026-08-10","52","1"
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","2026-08-10","31","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","2026-08-10","12","0"
"Finley Romper in Black","Black / 18-24 Months","2026-08-10","83","0"
"Robes in Vintage Floral","Laura Robe / Long","2026-08-10","126","9"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-08-10","157","26"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-08-10","51","5"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-08-10","60","10"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-08-10","111","3"
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","2026-08-10","18","3"
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","2026-08-10","64","0"
"Finley Romper in Deep Teal","Deep Teal / Newborn","2026-08-10","72","2"
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","2026-08-10","21","1"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-08-10","109","14"
"Finley Romper in Plum","Plum / Newborn","2026-08-10","75","3"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-08-10","89","7"
"Robes in Emerald","Laura Robe / Long","2026-08-10","59","2"
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","2026-08-10","63","0"
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","2026-08-10","21","0"
"Lila Labor & Postpartum Gown in Black","Black / Slim Petite","2026-08-10","496","33"
"Lila Labor & Postpartum Gown in Plum","Plum / Full Figure","2026-08-10","168","26"
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","2026-08-10","16","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","2026-08-10","45","2"
"Lila Labor & Postpartum Gown in Sage","Sage / Petite","2026-08-10","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-08-10","178","1"
"Baby Swaddle Set: Black","Hat & Bow","2026-08-10","135","7"
"Baby Swaddle Set: Midnight Blue","Hat & Bow","2026-08-10","174","20"
"Robes in Periwinkle","Mia Robe / Short","2026-08-10","119","1"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-08-10","38","5"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","2026-08-10","133","4"
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","2026-08-10","50","77"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","2026-08-10","63","0"
"Baby Swaddle Set: Plum","Bow","2026-08-10","0","2"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","2026-08-10","10","4"
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-08-10","32","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-08-10","39","0"
"Robes in Plum","Mia Robe / Short","2026-08-10","38","1"
"Baby Swaddle Set: Periwinkle","Hat & Bow","2026-08-10","0","2"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-08-10","12","7"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-08-10","44","1"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-08-10","56","0"
"Finley Romper in Sage","Sage / Newborn","2026-08-10","0","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","2026-08-10","36","0"
"Robes in Plum","Laura Robe / Long","2026-08-10","121","10"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","2026-08-10","81","1"
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","2026-08-10","21","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-08-10","50","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","2026-08-10","39","0"
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","2026-08-10","438","17"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","2026-08-10","93","4"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","2026-08-10","187","20"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Standard","2026-08-10","4","1"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","2026-08-10","3","0"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite","2026-08-10","31","4"
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","2026-08-10","3","7"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-08-10","38","1"
"TENS Unit for Labor Replacement Pads","Large","2026-08-10","189","10"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-08-10","219","7"
"Finley Romper in Sage","Sage / 3-6 Months","2026-08-10","0","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-08-10","2","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-08-10","0","8"
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","2026-08-10","56","2"
"Finley Romper in Midnight Blue","Midnight Blue / 16-24 Months","2026-08-10","24","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","2026-08-10","88","7"
"Amelia Labor & Postpartum Gown Lilac","Full Figure","2026-08-10","32","1"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-08-10","57","3"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-08-10","128","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-08-10","26","7"
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","2026-08-10","20","1"
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","2026-08-10","18","11"
"TENS Unit for Labor Replacement Pads","Small","2026-08-10","198","2"
"Robes in Black","Laura Robe / Long","2026-08-10","65","9"
"Finley Romper in Black","Black / 12-18 Months","2026-08-10","40","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-08-10","35","1"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-08-10","44","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","2026-08-10","69","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Large","2026-08-10","17","0"
"Baby Swaddle Set: Vintage Floral","Hat & Bow","2026-08-10","241","35"
"Robes in Dusty Rose","Mia Robe / Short","2026-08-10","35","1"
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","2026-08-10","9","4"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","2026-08-10","-1","19"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","2026-08-10","4","0"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-08-10","21","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-08-10","128","2"
"Robes in Periwinkle","Laura Robe / Long","2026-08-10","112","2"
"Robes in Vintage Floral","Mia Robe / Short","2026-08-10","90","7"
"Finley Romper in Periwinkle","Periwinkle / 3-6 Months","2026-08-10","29","0"
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months","2026-08-10","19","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","2026-08-10","50","0"
